price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,year,day
566000.0,3,2.5,2090,6294,2.0,0,0,3,9,0,2004,0,98052,47.68600000000001,-122.095,2520,2015,2
290000.0,3,2.25,1500,7308,1.0,0,0,4,7,290,1968,0,98055,47.4621,-122.187,1480,2014,0
180000.0,3,1.0,870,5330,1.0,0,0,3,6,0,1969,0,98042,47.369,-122.077,840,2014,3
215000.0,2,1.0,1010,6000,1.0,0,0,4,6,0,1944,0,98133,47.771,-122.353,1610,2014,1
302000.0,2,1.0,1010,6000,1.0,0,0,4,6,0,1944,0,98133,47.771,-122.353,1610,2015,3
352500.0,3,1.75,1860,7881,1.0,0,0,3,7,700,1986,0,98198,47.3855,-122.322,1490,2015,4
235867.0,4,2.0,1330,5926,1.0,0,0,4,5,0,1942,0,98056,47.496,-122.19,1150,2014,3
500000.0,3,2.25,1760,11946,2.0,0,0,3,8,0,1978,0,98074,47.624,-122.05,2080,2014,3
515000.0,5,2.5,1690,2402,1.5,0,0,3,7,700,1930,0,98117,47.6903,-122.38,1200,2015,2
250000.0,1,1.0,660,2600,1.0,0,0,3,6,0,1919,0,98144,47.5723,-122.304,1560,2015,4
672500.0,3,2.25,2400,5300,1.5,0,0,4,7,1150,1939,0,98117,47.6876,-122.384,1540,2014,4
755000.0,3,2.25,3020,13031,2.0,0,0,3,9,0,1989,0,98052,47.6897,-122.098,2480,2014,2
707500.0,3,1.0,1500,2555,2.0,0,2,3,7,0,1910,0,98109,47.627,-122.353,1820,2015,4
459000.0,4,2.0,1560,3840,1.0,0,0,4,6,600,1924,0,98117,47.6882,-122.365,1560,2014,1
140000.0,3,1.0,1090,10620,1.5,0,0,3,7,0,1959,0,98032,47.3748,-122.294,1380,2015,2
495000.0,2,1.0,970,4284,1.0,0,0,3,7,0,1905,0,98103,47.6667,-122.333,2050,2014,0
757000.0,3,3.25,3190,5283,2.0,0,0,3,9,0,2007,0,98029,47.5534,-122.002,2950,2014,1
765000.0,3,3.25,3190,5283,2.0,0,0,3,9,0,2007,0,98029,47.5534,-122.002,2950,2015,2
359000.0,4,1.5,1890,6052,1.0,0,0,4,7,0,1955,0,98125,47.7055,-122.3,1510,2014,4
440000.0,3,1.0,1050,7500,1.0,0,0,3,6,0,1900,0,98136,47.5473,-122.396,1380,2014,3
400000.0,4,1.5,1390,7200,1.0,0,0,3,7,250,1965,0,98133,47.7224,-122.332,1630,2014,3
652000.0,3,2.0,1700,4080,1.0,0,0,4,7,850,1941,0,98117,47.6785,-122.393,1480,2015,2
260000.0,3,1.75,1050,5850,1.0,0,0,3,7,0,1980,0,98166,47.4574,-122.358,1220,2014,4
1330000.0,5,3.0,3340,10796,1.0,0,2,3,9,1220,1964,1990,98040,47.5421,-122.229,3290,2015,0
519500.0,4,2.0,1540,17859,1.0,0,0,3,6,0,1964,0,98027,47.5326,-122.032,1390,2015,4
650000.0,3,1.0,1710,5992,1.5,0,0,4,7,150,1928,0,98103,47.6861,-122.354,1240,2014,0
280000.0,4,2.25,2100,8075,2.0,0,0,3,8,0,1978,0,98003,47.3251,-122.329,2100,2015,1
515000.0,4,1.75,1730,7980,1.0,0,0,4,8,0,1965,0,98007,47.6219,-122.138,2080,2014,2
400000.0,3,2.25,1500,2692,2.0,0,0,3,7,0,1986,0,98034,47.7159,-122.203,1470,2015,2
652100.0,3,2.5,2380,5017,2.0,0,0,3,9,0,2003,0,98074,47.6297,-122.021,2670,2015,1
235000.0,6,3.0,2180,7956,2.0,0,0,3,7,0,1980,0,98003,47.3054,-122.305,2214,2014,0
701000.0,4,1.5,1840,10080,2.0,0,0,3,8,0,1907,0,98118,47.5575,-122.279,1830,2015,2
640000.0,4,2.5,2341,9594,2.0,0,0,3,9,0,1997,0,98052,47.6993,-122.115,2850,2014,1
455800.0,3,2.5,1690,4584,2.0,0,0,3,7,0,2002,0,98053,47.6866,-122.043,1600,2014,0
483000.0,3,3.0,2440,15540,2.0,0,0,3,9,0,1992,0,98074,47.6104,-122.06,2440,2014,4
250000.0,2,1.0,1030,8786,1.0,0,0,3,6,0,1956,0,98146,47.4814,-122.341,1480,2014,4
229950.0,5,2.75,2000,5885,1.0,0,0,3,7,740,1994,0,98023,47.3155,-122.347,1960,2014,2
514000.0,3,1.5,1610,9964,1.0,0,0,3,7,530,1977,0,98052,47.6681,-122.143,1610,2015,2
423000.0,4,2.5,2660,5539,2.0,0,0,3,8,0,2004,0,98059,47.4981,-122.162,2380,2014,3
420000.0,2,1.0,820,4025,1.0,0,2,5,6,0,1922,0,98126,47.5649,-122.38,1410,2014,1
521000.0,3,1.75,1730,18250,1.0,0,0,3,8,0,1988,0,98011,47.737,-122.201,2180,2014,0
577000.0,4,2.25,2360,7490,2.0,0,0,3,8,0,1979,0,98033,47.6988,-122.169,2360,2015,3
425000.0,3,1.0,970,8040,1.0,0,0,3,7,0,1956,0,98007,47.603,-122.132,1250,2014,0
495000.0,4,2.5,2460,4862,2.0,0,0,3,8,0,2004,0,98028,47.7719,-122.235,2900,2014,4
340000.0,3,2.5,2690,8577,2.0,0,0,3,9,0,1987,0,98023,47.3026,-122.351,2570,2014,2
499950.0,3,3.5,1820,1991,2.0,0,0,3,8,390,2014,0,98144,47.596,-122.298,1550,2014,1
1220000.0,4,3.0,3470,4750,2.0,0,2,3,9,1100,2014,0,98116,47.5917,-122.386,2420,2015,0
720000.0,4,2.75,3370,7634,1.0,0,2,5,8,1260,1977,0,98056,47.5259,-122.204,2460,2015,4
249000.0,3,1.5,1700,8247,1.0,0,0,3,7,690,1970,0,98031,47.4216,-122.174,1440,2015,3
206135.0,3,1.0,1340,11070,1.0,0,0,4,7,0,1978,0,98030,47.3527,-122.178,1650,2014,4
300000.0,5,2.75,2000,9276,2.0,0,0,4,7,0,1968,0,98055,47.444,-122.19,1240,2014,0
612000.0,6,3.0,3840,14040,1.5,0,3,3,8,1380,1949,0,98178,47.506,-122.241,2170,2015,2
230000.0,4,2.0,1220,9100,1.5,0,0,4,7,0,1970,0,98023,47.2964,-122.376,1160,2015,1
850000.0,3,1.0,2280,4600,1.0,0,2,3,8,1030,1936,0,98119,47.6378,-122.372,1910,2015,0
355000.0,4,2.5,2770,7000,1.0,0,0,4,7,830,1979,0,98001,47.3396,-122.256,2140,2014,3
442000.0,4,2.5,2520,7253,2.0,0,0,3,9,0,1990,0,98059,47.5148,-122.159,2570,2014,0
399000.0,4,3.0,3060,5000,2.0,0,0,3,8,0,2001,0,98042,47.3786,-122.126,3060,2014,3
390000.0,3,1.75,1320,7725,1.0,0,0,3,8,0,1978,0,98058,47.4425,-122.133,2020,2015,4
413000.0,5,2.5,2900,8711,1.0,0,0,3,8,1250,1977,0,98011,47.7752,-122.197,2340,2015,2
190000.0,2,1.0,700,9500,1.0,0,0,3,6,0,1951,0,98118,47.5294,-122.276,1020,2015,2
621138.0,3,2.25,2180,7741,2.0,0,0,3,9,0,1986,0,98074,47.6482,-122.072,2300,2014,2
270000.0,3,2.25,2080,4252,1.5,0,0,3,7,530,2003,0,98042,47.4203,-122.157,2080,2014,2
500000.0,3,2.0,1720,5525,1.0,0,2,5,7,760,1941,0,98108,47.559,-122.298,1760,2014,0
264000.0,3,1.5,1470,14821,1.0,0,0,4,7,0,1958,0,98042,47.3658,-122.148,1760,2014,3
550000.0,3,1.75,1650,3200,1.5,0,0,3,8,0,1901,0,98102,47.6209,-122.317,1500,2014,3
337000.0,3,2.0,1690,9087,1.0,0,0,3,8,0,1997,0,98042,47.3724,-122.108,2090,2014,2
170000.0,3,1.0,970,8710,1.0,0,0,4,6,0,1962,0,98198,47.4167,-122.302,1280,2015,2
405000.0,4,2.5,2030,9095,1.0,0,0,4,7,900,1972,0,98034,47.7321,-122.185,1940,2014,4
425000.0,3,2.25,1570,7475,1.0,0,0,4,7,370,1983,0,98034,47.7223,-122.174,1700,2014,0
713000.0,5,2.75,2580,9242,2.0,0,2,4,8,860,1967,0,98007,47.5943,-122.133,2240,2014,0
555000.0,5,2.5,2090,8712,1.0,0,0,3,8,670,1966,0,98008,47.5968,-122.127,2490,2014,0
819000.0,3,3.5,2130,6150,2.0,0,2,5,8,600,1908,0,98199,47.6491,-122.405,2040,2014,1
409900.0,3,2.5,1690,1200,2.0,0,0,3,8,280,2013,0,98106,47.5389,-122.367,1690,2015,4
935000.0,2,2.5,1780,2067,2.0,0,0,5,9,0,1974,0,98004,47.6132,-122.21,2320,2014,0
657500.0,4,1.75,1620,7560,1.0,0,3,4,7,240,1947,0,98117,47.6981,-122.4,2170,2015,0
932800.0,5,3.25,2980,7095,2.5,0,0,3,9,0,1998,2007,98115,47.6919,-122.294,1670,2015,3
391000.0,3,2.0,1490,9000,1.0,0,0,4,8,0,1977,0,98006,47.5455,-122.184,2190,2015,0
420000.0,4,2.5,2110,9825,2.0,0,0,3,8,0,2000,0,98059,47.4979,-122.153,1650,2014,1
415000.0,3,1.5,1510,16800,1.0,0,0,5,8,0,1956,0,98133,47.75100000000001,-122.338,1560,2015,3
350000.0,3,1.75,1830,9425,1.0,0,0,3,8,240,1946,0,98146,47.5038,-122.379,1670,2015,2
375000.0,2,1.0,1230,1820,2.0,0,0,4,7,400,1948,0,98107,47.6684,-122.401,1660,2014,5
860000.0,3,1.75,2180,14135,1.0,0,2,5,8,880,1947,0,98033,47.673,-122.187,3540,2014,0
495000.0,4,2.25,2220,8872,1.0,0,0,4,8,1110,1961,0,98006,47.5491,-122.17,2220,2014,1
250000.0,4,2.25,1730,8400,1.0,0,0,3,7,0,1962,0,98001,47.3386,-122.288,1550,2015,1
503000.0,3,2.75,1540,6760,1.0,0,0,5,7,330,1980,0,98034,47.7163,-122.212,1540,2014,2
150000.0,2,1.0,1100,7200,1.0,0,0,4,6,0,1944,0,98058,47.4752,-122.172,1390,2015,2
450000.0,4,1.75,1640,1480,1.0,0,0,4,7,820,1912,0,98105,47.6684,-122.314,1420,2014,2
245000.0,3,2.0,1450,9333,2.0,0,0,4,7,0,1972,0,98003,47.346,-122.315,1910,2014,5
265900.0,3,2.0,1180,7793,1.0,0,0,4,7,0,1992,0,98031,47.4053,-122.181,1720,2014,3
299000.0,4,2.5,1820,7575,1.0,0,0,3,7,600,1975,0,98058,47.4339,-122.167,1840,2014,1
957500.0,4,2.25,2360,11523,2.0,0,0,4,10,0,1968,0,98040,47.5318,-122.224,2850,2015,3
343000.0,3,1.0,1120,7250,1.0,0,0,4,7,0,1972,0,98034,47.7143,-122.211,1340,2014,0
307500.0,3,2.25,1646,7364,2.0,0,0,3,7,0,1994,0,98038,47.3646,-122.037,1975,2014,0
720000.0,3,1.5,1590,7080,1.0,0,2,3,8,280,1952,0,98136,47.5244,-122.386,2080,2014,2
610000.0,4,2.0,2130,2620,1.5,0,0,5,7,480,1919,0,98103,47.6515,-122.346,1330,2014,3
434500.0,3,1.75,1650,7965,1.0,0,0,4,7,0,1967,0,98034,47.7335,-122.193,1560,2015,1
607010.0,4,2.5,2180,4000,2.0,0,0,3,8,480,2002,0,98118,47.5553,-122.269,2180,2014,1
610000.0,3,1.0,1800,5750,1.0,0,0,3,7,760,1947,0,98117,47.68600000000001,-122.395,1320,2015,2
199990.0,3,1.0,1100,8560,1.0,0,0,3,6,0,1961,0,98023,47.32899999999999,-122.338,1120,2014,0
294000.0,3,1.75,1530,9362,1.0,0,0,3,7,0,1987,0,98038,47.3643,-122.049,1480,2015,2
789500.0,4,2.5,3010,6100,2.0,0,0,3,9,0,2005,0,98052,47.6647,-122.08,2890,2014,3
284950.0,4,1.5,2000,6778,1.0,0,0,4,7,830,1962,0,98198,47.3708,-122.311,1940,2015,0
776500.0,4,1.5,2290,10372,1.0,0,0,3,7,780,1965,1987,98033,47.6888,-122.199,1900,2015,2
525000.0,4,2.5,2400,10070,1.0,0,0,3,7,890,1967,0,98034,47.7104,-122.24,2030,2015,4
303000.0,3,2.5,1850,4957,2.0,0,0,3,8,0,1999,0,98092,47.3311,-122.17,2400,2015,5
722080.0,3,3.25,3680,7650,2.0,0,0,3,9,1340,1988,0,98074,47.6272,-122.033,2280,2015,1
140000.0,3,1.0,1060,7473,1.0,0,0,3,7,0,1959,0,98198,47.3699,-122.309,1320,2014,4
235000.0,3,1.0,1060,7473,1.0,0,0,3,7,0,1959,0,98198,47.3699,-122.309,1320,2015,2
440000.0,3,1.0,1610,5500,1.5,0,0,3,7,0,1903,0,98103,47.698,-122.351,1200,2014,3
605000.0,3,1.75,2330,6000,1.5,0,0,4,7,700,1940,0,98126,47.5765,-122.378,1600,2014,4
380000.0,2,1.0,1210,4800,1.0,0,0,3,8,150,1950,0,98108,47.5625,-122.316,1380,2014,0
352000.0,4,1.0,1530,8890,1.0,0,0,3,7,550,1925,0,98106,47.5308,-122.35,1100,2014,2
420000.0,4,2.25,2270,12000,1.0,0,0,4,7,910,1979,0,98072,47.7559,-122.148,2500,2015,0
1180000.0,4,2.0,2590,7220,2.0,0,2,4,10,0,1930,0,98199,47.647,-122.41,2530,2015,3
1380000.0,3,1.5,1850,10572,1.0,0,0,4,8,0,1953,0,98004,47.6194,-122.208,3030,2014,2
300000.0,3,1.5,1500,14750,1.5,0,0,4,6,0,1933,0,98168,47.495,-122.318,1270,2014,4
453500.0,2,1.5,1710,4189,1.0,0,1,5,7,550,1951,0,98136,47.5286,-122.383,1530,2014,0
443500.0,3,2.0,1920,7598,1.0,0,0,4,8,0,1972,0,98177,47.7735,-122.363,2220,2014,1
332000.0,2,1.0,1150,8138,1.0,0,0,3,7,0,1954,0,98155,47.737,-122.325,1300,2015,3
655000.0,3,2.5,2320,4721,2.0,0,0,3,8,0,2004,0,98075,47.591,-122.017,2250,2015,4
475000.0,4,1.0,1420,6000,1.5,0,0,3,7,0,1950,0,98115,47.6844,-122.302,1420,2014,2
500000.0,3,1.75,1620,4200,1.0,0,0,5,7,790,1945,0,98115,47.6743,-122.285,1580,2014,1
327500.0,3,1.0,1070,7140,1.0,0,0,3,7,0,1989,0,98118,47.5427,-122.288,1390,2014,2
451101.0,2,1.5,1510,1962,2.0,0,0,4,8,0,1985,0,98007,47.6214,-122.153,1510,2015,1
455000.0,4,1.0,1340,5800,1.5,0,2,3,7,0,1914,0,98116,47.5658,-122.389,1900,2014,1
895000.0,3,2.5,2500,7746,2.0,0,0,4,10,590,1993,0,98112,47.6393,-122.311,2480,2014,2
800000.0,4,2.25,2350,10664,1.0,0,1,2,7,840,1952,0,98040,47.5743,-122.238,2350,2015,3
703770.0,4,2.25,2550,12918,2.0,0,0,3,9,0,1987,0,98006,47.5623,-122.109,2550,2014,3
249950.0,3,1.75,1320,10454,1.0,0,0,4,7,0,1968,0,98002,47.2844,-122.216,1680,2014,3
512000.0,2,2.0,1270,3881,1.0,0,0,4,6,660,1926,0,98105,47.6694,-122.298,1370,2015,1
285000.0,3,2.0,2110,6900,1.5,0,0,5,6,890,1955,0,98178,47.504,-122.26,1350,2014,4
229900.0,3,1.75,1100,7224,1.0,0,0,3,7,0,1981,0,98032,47.3717,-122.277,1700,2014,1
667500.0,4,3.0,1920,4000,1.5,0,0,4,8,380,1931,0,98116,47.5718,-122.385,1660,2015,2
537500.0,4,2.5,2550,4630,2.0,0,0,3,7,0,2005,0,98075,47.5928,-122.004,2550,2014,3
425000.0,3,1.0,1550,4160,1.5,0,0,4,6,0,1926,0,98118,47.5387,-122.265,1590,2014,2
290000.0,3,2.0,1760,6600,1.0,0,0,3,7,0,1998,0,98030,47.3836,-122.184,2590,2014,0
349500.0,3,2.0,1270,3600,1.0,0,0,3,7,0,1963,0,98122,47.6099,-122.297,1660,2014,1
370000.0,3,2.75,1250,1655,2.0,0,0,3,7,420,2006,0,98136,47.5554,-122.382,1520,2014,1
549500.0,3,1.75,1620,8438,1.0,0,0,4,8,0,1961,0,98125,47.703,-122.281,2040,2015,0
245000.0,2,1.0,710,6322,1.0,0,0,3,6,0,1942,0,98126,47.5165,-122.376,740,2015,4
208000.0,3,1.75,1070,7200,1.0,0,0,3,7,0,1994,0,98010,47.3134,-122.023,1480,2014,1
248000.0,4,2.25,2320,8760,1.0,0,0,4,8,1160,1966,0,98032,47.3627,-122.285,1970,2014,5
550000.0,4,2.5,1670,5116,2.0,0,0,3,8,0,1999,0,98155,47.7667,-122.33,1910,2015,2
192000.0,2,1.75,1340,7380,1.0,0,0,3,6,0,1940,0,98055,47.4785,-122.229,1980,2014,3
169317.0,2,1.0,790,4000,1.0,0,2,3,7,0,1908,0,98112,47.6248,-122.301,1700,2015,2
1200000.0,4,3.5,3400,3850,2.5,0,0,3,10,610,2008,0,98112,47.6258,-122.302,2030,2014,1
880000.0,2,1.0,1530,6350,1.5,0,0,4,7,0,1923,0,98112,47.6325,-122.303,2640,2014,2
210000.0,1,1.0,930,7129,1.0,0,0,3,6,0,1948,0,98133,47.7234,-122.333,1300,2014,1
180500.0,3,1.5,1540,9800,1.0,0,0,3,7,530,1973,0,98058,47.4676,-122.184,1600,2015,2
177500.0,3,1.5,1220,6000,1.0,0,0,3,7,0,1968,0,98055,47.4904,-122.222,1660,2014,3
415000.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1956,0,98118,47.5119,-122.255,2350,2014,2
495000.0,4,2.5,2020,7200,1.0,0,0,5,7,1010,1968,0,98034,47.7289,-122.201,1620,2014,1
325000.0,3,2.25,1890,9646,1.0,0,0,3,8,0,1966,0,98168,47.4838,-122.299,1580,2015,2
440000.0,2,1.75,1330,4903,1.0,0,0,3,7,0,1985,0,98052,47.6819,-122.161,1470,2015,4
411000.0,3,1.75,1490,9844,1.0,0,0,4,7,300,1959,0,98155,47.7626,-122.297,1840,2014,2
810000.0,5,3.5,3550,9600,2.0,0,0,3,9,1000,1998,0,98118,47.5484,-122.269,2030,2014,2
561750.0,5,1.75,2040,8996,1.0,0,2,4,7,1020,1962,0,98008,47.588,-122.118,1950,2014,3
835100.0,4,2.5,2380,12573,1.0,0,0,4,9,0,1963,0,98005,47.5984,-122.176,2900,2014,1
450000.0,3,2.25,1780,9969,1.0,0,0,3,8,330,1985,0,98034,47.7286,-122.168,1950,2014,0
238000.0,3,2.5,1650,2807,2.0,0,0,3,7,0,2004,0,98055,47.4328,-122.196,1460,2014,1
570000.0,2,1.0,1100,6240,1.0,0,0,4,7,0,1941,0,98199,47.6446,-122.403,1250,2014,4
340000.0,3,1.75,2190,12626,2.0,0,0,4,8,0,1978,0,98042,47.3845,-122.154,3110,2014,2
450000.0,2,1.75,1760,2275,1.5,0,0,3,6,720,1912,0,98116,47.5803,-122.393,1380,2015,2
272750.0,4,1.5,1800,8786,1.0,0,0,3,7,470,1966,0,98146,47.4982,-122.345,1780,2014,2
520000.0,4,2.0,2000,6380,2.0,0,0,4,6,140,1949,0,98115,47.6956,-122.303,1600,2014,3
284950.0,3,1.0,990,10723,1.0,0,0,5,7,0,1960,0,98059,47.4887,-122.133,1460,2014,2
255000.0,2,1.5,1480,9660,1.0,0,0,3,7,0,1949,0,98188,47.4577,-122.289,1990,2015,4
231500.0,2,1.0,1200,9488,1.0,0,0,5,7,0,1941,0,98168,47.4832,-122.299,1200,2014,2
330000.0,4,2.5,3504,6000,2.0,0,0,3,7,0,2006,0,98001,47.3012,-122.285,2790,2015,0
365000.0,3,1.5,1300,12240,1.0,0,0,3,7,0,1963,0,98028,47.737,-122.243,2040,2014,2
425000.0,4,2.0,1330,9188,1.5,0,0,3,7,0,1928,2004,98198,47.401,-122.319,1770,2014,1
400000.0,4,1.75,1850,6480,1.0,0,0,4,7,730,1958,0,98108,47.5525,-122.313,1610,2014,1
335000.0,4,2.5,2240,9701,2.0,0,0,3,9,0,1989,0,98023,47.3086,-122.392,2240,2014,0
342000.0,3,3.0,1260,1251,2.0,0,0,3,7,220,2003,0,98144,47.5943,-122.296,1780,2014,1
331500.0,4,1.75,1820,14319,1.0,0,0,4,7,0,1969,0,98059,47.4757,-122.148,1440,2014,3
960000.0,3,2.5,1730,4102,3.0,1,4,3,8,0,1996,0,98074,47.645,-122.084,2340,2015,0
830000.0,3,2.5,3370,6550,2.0,0,2,4,8,530,1912,2001,98126,47.5442,-122.38,1500,2014,2
662990.0,3,1.75,1240,3600,1.5,0,0,5,7,0,1926,0,98116,47.5797,-122.405,1660,2014,4
220000.0,4,2.0,2340,10507,1.5,0,0,4,6,0,1959,0,98030,47.3578,-122.178,990,2015,0
349950.0,5,2.0,1880,4179,1.0,0,0,3,7,940,1952,2000,98118,47.5536,-122.283,1350,2015,3
550000.0,3,2.0,1810,2159,1.0,0,0,3,7,800,1922,0,98109,47.6273,-122.345,1810,2015,2
396000.0,3,1.75,2340,5668,1.0,0,0,4,6,1140,1941,0,98106,47.5588,-122.364,860,2014,0
635000.0,4,1.5,2820,4000,2.0,0,0,3,7,0,1911,0,98103,47.6638,-122.348,1470,2015,4
293000.0,3,1.0,1020,7650,1.0,0,0,3,7,0,1940,0,98133,47.7198,-122.352,1440,2014,1
339000.0,3,2.25,2090,10120,1.0,0,0,4,7,800,1979,0,98058,47.4654,-122.174,1820,2014,4
285000.0,4,2.25,1830,8734,2.0,0,0,4,7,0,1991,0,98030,47.3679,-122.179,1870,2014,0
775000.0,6,2.75,2980,5000,1.5,0,0,3,7,500,1916,0,98103,47.6684,-122.331,1470,2014,3
224000.0,4,1.5,1600,9289,1.0,0,0,4,7,0,1959,0,98002,47.3107,-122.212,1540,2014,3
275000.0,3,1.25,1230,4500,1.5,0,0,4,7,0,1913,0,98118,47.5301,-122.271,1310,2014,0
445000.0,5,3.0,2930,5500,1.0,0,0,3,7,1180,1951,0,98118,47.5572,-122.281,1400,2014,3
1230000.0,4,2.5,3040,7000,2.0,0,0,3,9,0,2001,0,98040,47.5934,-122.244,2320,2014,1
390000.0,3,1.5,1610,13500,1.0,0,0,3,7,550,1970,0,98155,47.7674,-122.31,1540,2014,2
460000.0,3,2.25,2350,10450,1.0,0,0,3,8,960,1977,0,98028,47.7433,-122.259,2250,2014,1
700000.0,3,1.75,2000,14733,1.0,0,0,4,8,0,1958,0,98005,47.6001,-122.178,2620,2015,4
874150.0,4,3.5,3530,14406,2.0,0,1,3,10,960,1987,0,98034,47.7073,-122.244,3170,2014,6
470000.0,3,2.25,2220,9800,2.0,0,0,3,8,0,1987,0,98155,47.7635,-122.286,2420,2014,3
374000.0,3,1.75,2000,9416,1.0,0,0,4,6,0,1961,0,98033,47.697,-122.175,1440,2014,2
467000.0,2,2.5,1140,1181,3.0,0,0,3,8,0,2007,0,98107,47.6713,-122.383,1220,2014,4
196440.0,3,2.0,1560,7352,1.0,0,0,3,6,0,1992,0,98001,47.2804,-122.251,1120,2014,4
281000.0,2,1.0,930,2600,1.0,0,0,3,7,0,1981,0,98034,47.7242,-122.161,1370,2015,2
326000.0,3,2.5,1782,1577,3.0,0,0,3,7,0,2000,0,98125,47.7114,-122.301,1550,2014,1
340000.0,4,1.0,1230,8316,1.5,0,0,3,7,0,1963,0,98034,47.7269,-122.24,1490,2015,4
561000.0,3,2.0,2000,7000,2.0,0,0,3,7,0,1916,1986,98136,47.5452,-122.393,1840,2014,1
270000.0,3,2.25,1520,7930,1.0,0,0,3,7,360,1988,0,98038,47.3605,-122.049,1530,2014,4
600000.0,2,1.0,1040,3600,1.0,0,0,4,7,0,1919,1980,98112,47.619,-122.311,2250,2014,4
219900.0,4,1.5,1120,5427,1.0,0,0,3,6,0,1969,0,98042,47.3628,-122.087,1150,2014,0
469000.0,3,2.25,1820,8446,2.0,0,0,3,8,0,1978,0,98034,47.7208,-122.236,1850,2014,3
1270000.0,4,3.0,3130,2646,2.5,0,0,5,9,840,1906,0,98102,47.6272,-122.316,2920,2015,2
365000.0,3,1.5,1640,8301,1.0,0,0,3,7,350,1958,0,98155,47.7443,-122.327,1640,2014,1
429000.0,4,2.5,2650,9301,2.0,0,0,3,9,0,2001,0,98001,47.3477,-122.271,2730,2014,4
453000.0,3,2.5,1820,16300,1.0,0,0,4,7,600,1955,0,98166,47.4582,-122.365,1870,2015,4
187500.0,3,1.5,1180,7000,1.0,0,0,4,7,0,1977,0,98023,47.2966,-122.374,1180,2014,1
520500.0,6,2.5,1880,14350,1.0,0,0,5,7,240,1955,0,98133,47.7556,-122.352,1510,2015,2
300000.0,3,1.75,1280,12776,1.0,0,0,4,7,0,1977,0,98031,47.4212,-122.199,1680,2015,2
799000.0,4,3.25,3120,5000,2.0,0,0,3,9,750,2005,0,98115,47.69,-122.299,2520,2014,4
338000.0,3,2.5,2470,4948,2.0,0,0,3,8,0,2003,0,98038,47.3438,-122.039,2500,2015,1
800000.0,3,1.0,1700,4400,1.5,0,0,4,8,0,1906,0,98122,47.612,-122.292,1610,2014,2
360000.0,2,2.0,1180,3200,1.0,0,1,4,6,590,1945,0,98136,47.5275,-122.383,1350,2014,0
442500.0,6,2.5,2800,10490,1.0,0,0,3,7,1400,1968,0,98177,47.7735,-122.378,2290,2014,0
830000.0,5,3.0,3040,9601,1.0,0,0,5,9,1070,1968,0,98040,47.5562,-122.22,3180,2014,3
360400.0,3,2.5,1630,11592,2.0,0,0,3,8,0,1987,0,98011,47.7574,-122.228,1700,2014,1
345000.0,3,1.0,1340,9339,1.0,0,0,5,7,0,1960,0,98056,47.5407,-122.177,1310,2014,4
350000.0,3,1.0,1240,10800,1.0,0,0,5,7,0,1959,0,98056,47.5233,-122.185,1810,2014,3
264000.0,3,1.75,1760,7482,1.0,0,0,4,8,0,1966,0,98023,47.3129,-122.369,2000,2014,0
435000.0,3,2.0,2660,16677,1.0,0,0,3,9,450,1990,0,98038,47.3689,-122.055,2660,2015,3
200000.0,3,1.5,2060,15837,1.5,0,0,3,6,0,1903,0,98055,47.4819,-122.223,2190,2014,2
620000.0,5,2.5,2540,3832,2.0,0,0,5,8,780,1929,0,98117,47.6848,-122.398,2000,2014,2
337000.0,3,1.75,1400,6000,1.0,0,0,4,7,700,1919,0,98108,47.5283,-122.321,1030,2014,1
252000.0,1,1.0,680,1638,1.0,0,4,1,6,0,1910,1992,98116,47.5832,-122.399,1010,2015,4
445000.0,4,2.5,2340,3784,2.0,0,0,3,8,0,2008,0,98106,47.535,-122.348,1730,2014,3
379500.0,3,2.25,2070,14196,2.0,0,0,3,7,0,1989,0,98059,47.4617,-122.07,1550,2014,4
189950.0,4,2.0,1910,4225,1.0,0,0,4,6,1000,1919,0,98001,47.3084,-122.234,1060,2015,2
469000.0,3,1.0,950,4250,1.5,0,0,5,6,0,1948,0,98122,47.609,-122.307,2130,2014,0
372000.0,4,2.75,2610,8967,2.0,0,0,4,8,0,1990,0,98042,47.3747,-122.124,2390,2015,1
780000.0,5,1.5,1940,4800,2.0,0,0,3,8,0,1905,0,98103,47.6845,-122.332,1750,2015,2
541100.0,4,2.25,2510,9800,2.0,0,0,3,9,0,1978,0,98072,47.753,-122.145,2440,2015,0
451555.0,2,1.0,1320,4520,1.0,0,1,3,6,0,1912,1971,98116,47.5655,-122.394,1420,2014,3
300000.0,2,1.0,960,8153,1.0,0,0,3,6,0,1947,0,98155,47.7341,-122.3,1160,2014,0
416000.0,3,2.5,1790,11542,1.0,0,0,5,7,600,1969,0,98059,47.5124,-122.16,1790,2015,1
490000.0,2,1.0,950,3060,1.0,0,0,3,6,140,1925,0,98105,47.6698,-122.323,1510,2014,1
480000.0,6,3.75,2940,5054,2.0,0,0,3,7,0,1942,2003,98146,47.5122,-122.385,1530,2015,3
368000.0,2,2.0,930,1662,1.0,0,0,3,7,260,2002,0,98199,47.6518,-122.4,1780,2015,1
545000.0,3,2.5,2370,9000,1.0,0,3,4,8,800,1952,0,98146,47.4922,-122.365,2120,2015,1
850000.0,5,2.75,3430,15119,2.0,0,0,3,10,0,1998,0,98075,47.5678,-122.032,3430,2015,0
